"year","indicator","values","trend_type","labels","yAxisLabels","min","values_temp","values_all_else"
1860,"x4_urban_population_world",0.141819982493116,"Socio-economic Trends","Urban Population","bn",NA,0.141819982493116,0.141819982493116
1870,"x4_urban_population_world",0.154288758357849,"Socio-economic Trends","Urban Population","bn",NA,0.154288758357849,0.154288758357849
1880,"x4_urban_population_world",0.179318444874076,"Socio-economic Trends","Urban Population","bn",NA,0.179318444874076,0.179318444874076
1890,"x4_urban_population_world",0.21663271074343,"Socio-economic Trends","Urban Population","bn",NA,0.21663271074343,0.21663271074343
1900,"x4_urban_population_world",0.267125279078655,"Socio-economic Trends","Urban Population","bn",NA,0.267125279078655,0.267125279078655
1910,"x4_urban_population_world",0.32046548909216,"Socio-economic Trends","Urban Population","bn",NA,0.32046548909216,0.32046548909216
1920,"x4_urban_population_world",0.380562721443837,"Socio-economic Trends","Urban Population","bn",NA,0.380562721443837,0.380562721443837
1930,"x4_urban_population_world",0.46715091513588,"Socio-economic Trends","Urban Population","bn",NA,0.46715091513588,0.46715091513588
1940,"x4_urban_population_world",0.573441506490948,"Socio-economic Trends","Urban Population","bn",NA,0.573441506490948,0.573441506490948
1950,"x4_urban_population_world",0.737751425534921,"Socio-economic Trends","Urban Population","bn",NA,0.737751425534921,0.737751425534921
1960,"x4_urban_population_world",0.998004120327306,"Socio-economic Trends","Urban Population","bn",NA,0.998004120327306,0.998004120327306
1970,"x4_urban_population_world",1.33503352958372,"Socio-economic Trends","Urban Population","bn",NA,1.33503352958372,1.33503352958372
1980,"x4_urban_population_world",1.74661055402967,"Socio-economic Trends","Urban Population","bn",NA,1.74661055402967,1.74661055402967
1990,"x4_urban_population_world",2.28555940677475,"Socio-economic Trends","Urban Population","bn",NA,2.28555940677475,2.28555940677475
2000,"x4_urban_population_world",2.86438805937313,"Socio-economic Trends","Urban Population","bn",NA,2.86438805937313,2.86438805937313
2010,"x4_urban_population_world",3.50924603511699,"Socio-economic Trends","Urban Population","bn",NA,3.50924603511699,3.50924603511699
1750,"x5_primary_energy_use_exajoule_ej",16,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,16,16
1800,"x5_primary_energy_use_exajoule_ej",20,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,20,20
1850,"x5_primary_energy_use_exajoule_ej",27.7581873445603,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,27.7581873445603,27.7581873445603
1851,"x5_primary_energy_use_exajoule_ej",27.8724695219567,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,27.8724695219567,27.8724695219567
1852,"x5_primary_energy_use_exajoule_ej",27.5321894929223,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,27.5321894929223,27.5321894929223
1853,"x5_primary_energy_use_exajoule_ej",27.7790347250093,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,27.7790347250093,27.7790347250093
1854,"x5_primary_energy_use_exajoule_ej",28.0343053726767,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,28.0343053726767,28.0343053726767
1855,"x5_primary_energy_use_exajoule_ej",28.3009084083965,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,28.3009084083965,28.3009084083965
1856,"x5_primary_energy_use_exajoule_ej",28.5845066994533,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,28.5845066994533,28.5845066994533
1857,"x5_primary_energy_use_exajoule_ej",28.8795848487237,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,28.8795848487237,28.8795848487237
1858,"x5_primary_energy_use_exajoule_ej",29.1869349664245,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,29.1869349664245,29.1869349664245
1859,"x5_primary_energy_use_exajoule_ej",29.5074038183773,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,29.5074038183773,29.5074038183773
1860,"x5_primary_energy_use_exajoule_ej",29.8414706385582,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,29.8414706385582,29.8414706385582
1861,"x5_primary_energy_use_exajoule_ej",30.1596298694166,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,30.1596298694166,30.1596298694166
1862,"x5_primary_energy_use_exajoule_ej",30.2517364416887,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,30.2517364416887,30.2517364416887
1863,"x5_primary_energy_use_exajoule_ej",30.6452465587425,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,30.6452465587425,30.6452465587425
1864,"x5_primary_energy_use_exajoule_ej",31.1204687203381,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,31.1204687203381,31.1204687203381
1865,"x5_primary_energy_use_exajoule_ej",31.4896162529402,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,31.4896162529402,31.4896162529402
1866,"x5_primary_energy_use_exajoule_ej",31.8315208502031,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,31.8315208502031,31.8315208502031
1867,"x5_primary_energy_use_exajoule_ej",32.2782824018406,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,32.2782824018406,32.2782824018406
1868,"x5_primary_energy_use_exajoule_ej",32.37100619216,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,32.37100619216,32.37100619216
1869,"x5_primary_energy_use_exajoule_ej",32.6649399981326,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,32.6649399981326,32.6649399981326
1870,"x5_primary_energy_use_exajoule_ej",32.9076797630125,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,32.9076797630125,32.9076797630125
1871,"x5_primary_energy_use_exajoule_ej",33.6281904453945,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,33.6281904453945,33.6281904453945
1872,"x5_primary_energy_use_exajoule_ej",34.2480961199498,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,34.2480961199498,34.2480961199498
1873,"x5_primary_energy_use_exajoule_ej",34.7939539241873,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,34.7939539241873,34.7939539241873
1874,"x5_primary_energy_use_exajoule_ej",34.7367988995121,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,34.7367988995121,34.7367988995121
1875,"x5_primary_energy_use_exajoule_ej",35.0764236024594,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,35.0764236024594,35.0764236024594
1876,"x5_primary_energy_use_exajoule_ej",35.29349776701,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,35.29349776701,35.29349776701
1877,"x5_primary_energy_use_exajoule_ej",35.5622460311344,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,35.5622460311344,35.5622460311344
1878,"x5_primary_energy_use_exajoule_ej",35.6300538886495,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,35.6300538886495,35.6300538886495
1879,"x5_primary_energy_use_exajoule_ej",36.0908528242447,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,36.0908528242447,36.0908528242447
1880,"x5_primary_energy_use_exajoule_ej",36.8609412127299,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,36.8609412127299,36.8609412127299
1881,"x5_primary_energy_use_exajoule_ej",37.5543589376665,"Socio-economic Trends","Primary Energy Use","Exajoule - EJ",NA,37.5543589376665,37.5543589376665
